%time,field.header.seq,field.header.stamp,field.header.frame_id,field.num_matches,field.num_inliers,field.runtime
1336386850083592892,42,1336386850083592892,,280,244,0.070476911
1336386850182829857,43,1336386850182829857,,271,252,0.094581997
1336386850282066822,44,1336386850282066822,,272,234,0.090556278
1336386850381304979,45,1336386850381304979,,269,237,0.097392622
1336386850480540991,46,1336386850480540991,,272,237,0.100601902
1336386850579777002,47,1336386850579777002,,282,244,0.090856525
1336386850679015875,48,1336386850679015875,,275,235,0.096981606
1336386850778250933,49,1336386850778250933,,277,241,0.090549571
1336386850877487898,50,1336386850877487898,,275,224,0.097649081
1336386850976724863,51,1336386850976724863,,266,230,0.080576238
1336386851075961828,52,1336386851075961828,,279,242,0.070538927
1336386851175199032,53,1336386851175199032,,273,225,0.104902305
1336386851274435997,54,1336386851274435997,,274,232,0.094833779
1336386851373672962,55,1336386851373672962,,282,236,0.089046935
1336386851472909927,56,1336386851472909927,,281,226,0.09117745
1336386851572145939,57,1336386851572145939,,276,244,0.085718649
1336386851671383858,58,1336386851671383858,,271,230,0.090585894
1336386851770620823,59,1336386851770620823,,285,246,0.090587913
1336386851869858027,60,1336386851869858027,,274,243,0.095890266
1336386851969094992,61,1336386851969094992,,280,240,0.090836902
1336386852068331003,62,1336386852068331003,,290,248,0.090727384
1336386852167567968,63,1336386852167567968,,292,267,0.098018048
1336386852266804934,64,1336386852266804934,,292,244,0.090800796
1336386852366041899,65,1336386852366041899,,295,262,0.085396755
1336386852465278864,66,1336386852465278864,,299,254,0.101330621
1336386852564515829,67,1336386852564515829,,303,257,0.102024008
1336386852663753986,68,1336386852663753986,,305,263,0.097099987
1336386852762989998,69,1336386852762989998,,302,258,0.094536742
1336386852862227917,70,1336386852862227917,,295,256,0.091621913
1336386852961464882,71,1336386852961464882,,301,267,0.080460516
1336386853060699940,72,1336386853060699940,,306,272,0.090561376
1336386853159937859,73,1336386853159937859,,307,251,0.082122105
1336386853259174824,74,1336386853259174824,,304,257,0.084566899
1336386853358412027,75,1336386853358412027,,307,269,0.090533509
1336386853457648993,76,1336386853457648993,,317,264,0.101191779
1336386853556885958,77,1336386853556885958,,310,270,0.087270246
1336386853656121969,78,1336386853656121969,,321,263,0.091167459
